18.26483 -19.45378
19.29967 -17.55858
20.28822 -14.56047
21.22175 -10.77597
22.10244 -6.52906
22.93939 -2.10253
23.74492 2.27744
0.53197 6.43550
1.31264 10.23242
2.09728 13.55006
2.89372 16.28050
3.70672 18.32150
4.53731 19.57906
5.38275 19.97650
6.23731 19.46728
7.09378 18.04703
7.94561 15.76056
8.78894 12.70072
9.62350 9.00133
10.45303 4.82725
11.28472 0.36608
12.12822 -4.17606
12.99433 -8.57469
13.89328 -12.58561
14.83208 -15.94772
15.81167 -18.39842
16.82400 -19.70817
17.85208 -19.73036
18.87381 -18.44692
19.86839 -15.98239
20.82236 -12.57539
21.73133 -8.52319
22.59867 -4.12675
23.43247 0.34542
0.24306 4.67186
1.04092 8.67683
1.83572 12.22089
2.63539 15.18983
3.44561 17.48608
4.26925 19.02458
5.10631 19.73417
5.95397 19.56383
6.80772 18.49175
7.66264 16.53417
8.51500 13.75181
9.36344 10.25181
10.20969 6.18567
11.05844 1.74411
11.91667 -2.84992
12.79250 -7.34953
13.69361 -11.49303
14.62525 -15.01653
15.58794 -17.67222
16.57561 -19.25475
17.57558 -19.63328
18.57131 -18.77839
19.54664 -16.77125
20.49028 -13.78828
21.39756 -10.06872
22.26992 -5.87758
23.11314 -1.47578
23.93519 2.89933
0.74461 7.04306
1.54928 10.78497
2.35572 13.98631
3.16864 16.53536
3.99047 18.34375
4.82147 19.34439
5.66003 19.49181
6.50344 18.76453
7.34889 17.16836
8.19450 14.74058
9.04031 11.55439
9.88867 7.72358
10.74422 3.40719
11.61347 -1.18797
12.50369 -5.80967
13.42128 -10.17039
14.36989 -13.96814
15.34789 -16.91814
16.34703 -18.79181
17.35303 -19.45333
18.34881 -18.88097
19.31919 -17.16308
20.25464 -14.47156
21.15247 -11.02642
22.01583 -7.06475
22.85156 -2.82031
23.66817 1.48694
0.47436 5.65589
1.27781 9.50653
2.08453 12.88167
2.89828 15.64889
3.72039 17.70244
4.54992 18.96506
5.38425 19.38906
6.22006 18.95600
7.05447 17.67528
7.88625 15.58175
8.71647 12.73497
9.54878 9.22108
10.38939 5.15878
11.24633 0.70897
12.12875 -3.91517
13.04517 -8.44356
14.00119 -12.55817
14.99639 -15.92358
16.02186 -18.23983
17.06006 -19.30456
18.08872 -19.05761
19.08744 -17.58417
20.04333 -15.07661
20.95267 -11.77911
21.81947 -7.94253
22.65242 -3.79983
23.46211 0.44064
0.25922 4.59264
